Cxt gtf location,contig,interval ,Gene symbol
gene8013,tig00009447_CDS_15863_15973,,KCNIP4
gene8015,tig00009449_CDS_15433_15975,,GSTO1
gene8017,tig00009449_CDS_48586_50496,,PUS7
gene8021,tig00009452_CDS_13431_14355,,ACTB
gene8020,tig00009452_CDS_2556_3479,,ACTB
gene8022,tig00009452_CDS_32422_32979,,ACTB
gene8023,tig00009453_CDS_17458_17820,,Tret1
gene8025,tig00009460_CDS_24990_26405,,LAP3
gene8028,tig00009467_CDS_38206_39072,,RNF157
gene8046,tig00009477_CDS_32575_34128,,TARDBP
gene8047,tig00009477_CDS_37550_37930,,HSD17B10
gene8048,tig00009477_CDS_40562_41314,,HSD17B10
gene8050,tig00009477_CDS_52817_54166,,hsp70
gene8052,tig00009486_CDS_12610_12915,,CALM2
gene8055,tig00009490_CDS_37784_38806,,GNB4
gene8054,tig00009490_CDS_9067_10089,,GNB4
gene8059,tig00009493_CDS_70300_70537,,STRN
gene8060,tig00009499_CDS_15877_16014,,TMEM242
gene8061,tig00009499_CDS_24627_25754,,SCYL3
gene8062,tig00009505_CDS_26309_26644,,Ppib
gene8063,tig00009505_CDS_26950_27276,,Ppib
gene8067,tig00009510_CDS_1179_1566,,TMEM185A
gene8071,tig00009510_CDS_27377_28405,,SMARCB1
gene8077,tig00009523_CDS_11761_11881,,cac
gene8084,tig00009532_CDS_28051_28329,,MMD
gene8085,tig00009534_CDS_17167_18126,,ATOH8
gene8087,tig00009538_CDS_25823_27789,,ATM
gene8092,tig00009541_CDS_26987_27304,,RCC2
gene8100,tig00009550_CDS_5656_6111,,MYCBP
gene8101,tig00009551_CDS_31351_31485,,GSTD11
gene8103,tig00009558_CDS_10034_10284,,FER1L6
gene8104,tig00009558_CDS_21465_21770,,TRAF6
gene8105,tig00009558_CDS_34971_35501,,RAB27A
gene8109,tig00009564_CDS_29384_29834,,Runx3
gene8110,tig00009565_CDS_29816_30388,,CCDC94
gene8118,tig00009580_CDS_16866_17552,,OVCA2
gene8119,tig00009584_CDS_4352_5212,,CFDP1
gene8120,tig00009585_CDS_19526_20190,,ABCC4
gene8121,tig00009585_CDS_35914_36159,,ABCC4
gene8132,tig00009595_CDS_34204_35166,,DDX10
gene8140,tig00009599_CDS_27478_27660,,cds1
gene8152,tig00009609_CDS_2859_3016,,GEN1
gene8154,tig00009610_CDS_16304_16876,,MTMR6
gene8159,tig00009616_CDS_26645_27919,,ACADSB
gene8163,tig00009619_CDS_41406_41700,,POLE4
gene8175,tig00009641_CDS_17944_18135,,PNPT1
gene8177,tig00009643_CDS_3577_4501,,ACTB
gene8179,tig00009644_CDS_73841_73991,,RPRD1A
gene8188,tig00009658_CDS_10805_10979,,SIM2
gene8189,tig00009658_CDS_43985_44105,,ATP6V0D1
gene8198,tig00009668_CDS_52124_52390,,NASP
gene8201,tig00009671_CDS_29941_30330,,SUPT20H
gene8206,tig00009687_CDS_26322_27086,,tsl
gene8211,tig00009700_CDS_31615_32223,,EVX1
gene8218,tig00009714_CDS_26159_26361,,DCX
gene8217,tig00009714_CDS_5763_6044,,DCLK1
gene8229,tig00009730_CDS_33622_34212,,AGXT
gene8234,tig00009739_CDS_44930_45063,,GOSR2
gene8235,tig00009739_CDS_50788_51696,,C5orf45
gene8236,tig00009743_CDS_14940_15657,,CGGBP1
gene8238,tig00009746_CDS_29987_30257,,LRP1
gene8243,tig00009757_CDS_34464_35351,,DDX42
gene8244,tig00009757_CDS_46364_47980,,daf-6
gene8254,tig00009766_CDS_10577_11011,,ITGB1
gene8255,tig00009766_CDS_21068_21648,,RPA2
gene8257,tig00009770_CDS_42312_42622,,PROM1
gene8258,tig00009771_CDS_28000_28845,,NME9
gene8261,tig00009784_CDS_22980_23348,,POLR3GL
gene8262,tig00009784_CDS_36164_37086,,KAT2B
gene8260,tig00009784_CDS_685_883,,C2orf43
gene8264,tig00009787_CDS_32543_33724,,DIS3
gene8267,tig00009789_CDS_48695_48898,,CDK20
gene8266,tig00009789_CDS_9732_10964,,EHD4
gene8274,tig00009800_CDS_53855_54096,,B3GAT1
gene8275,tig00009802_CDS_11066_12011,,ENTPD5
gene8281,tig00009818_CDS_25078_25896,,HEATR2
gene8279,tig00009818_CDS_6862_7824,,TMEM104
gene8282,tig00009819_CDS_19714_20832,,KCND3
gene8287,tig00009822_CDS_33019_33177,,BCAN
gene8291,tig00009825_CDS_44187_44598,,WIF1
gene8293,tig00009825_CDS_50897_51018,,MED10
gene8300,tig00009829_CDS_4135_4524,,NUP37
gene8301,tig00009829_CDS_6980_7353,,DDX1
gene8304,tig00009830_CDS_9180_9638,,TMEM203
gene8308,tig00009832_CDS_10164_13541,,OPLAH
gene8314,tig00009840_CDS_40424_41272,,HOOK3
gene8315,tig00009845_CDS_11520_12023,,TMX1
gene8317,tig00009847_CDS_14571_14810,,ERAL1
gene8323,tig00009849_CDS_26408_27106,,ADCY9
gene8321,tig00009849_CDS_6460_7043,,MSMO1
gene8326,tig00009854_CDS_35878_36402,,ELF2
gene8328,tig00009860_CDS_748_993,,FES
gene8331,tig00009864_CDS_45956_46104,,FTSJ2
gene8332,tig00009866_CDS_12671_13221,,RNF111
gene8333,tig00009866_CDS_25429_25632,,eIF-1A
gene8337,tig00009875_CDS_47444_48004,,FANK1
gene8344,tig00009881_CDS_40276_41655,,SWT1
gene8350,tig00009886_CDS_32667_33047,,NME6
gene8351,tig00009886_CDS_44529_44921,,IARS
gene8359,tig00009911_CDS_21090_21670,,TTC1
gene8360,tig00009923_CDS_13_186,,Obp50b
gene8363,tig00009923_CDS_48065_48388,,CYP301A1
gene8366,tig00009927_CDS_23556_24169,,ALS2
gene8369,tig00009933_CDS_37409_37978,,C3orf58
gene8370,tig00009935_CDS_13088_13747,,CPD
gene8371,tig00009942_CDS_10990_11176,,FBXO45
gene8378,tig00009959_CDS_15280_15745,,DIP2
gene8381,tig00009960_CDS_19367_20524,,GATA4
gene8386,tig00009970_CDS_17676_18482,,Cyp28c1
gene8388,tig00009975_CDS_3265_3846,,DEAF1
gene8390,tig00009975_CDS_34300_35703,,CAT
gene8394,tig00009976_CDS_41219_41879,,PSPH
gene8396,tig00009979_CDS_1404_2204,,HARS
gene8401,tig00009998_CDS_13660_13893,,UNC5C
gene8402,tig00009998_CDS_38133_38315,,UNC5C
gene8408,tig00010011_CDS_45920_46354,,SRSF7
gene8409,tig00010012_CDS_6754_7002,,SPTLC1
gene8412,tig00010013_CDS_2754_3098,,Obp56d
gene8423,tig00010042_CDS_19135_19347,,NR4A2
gene8429,tig00010055_CDS_3005_4501,,NT5DC1
gene8431,tig00010058_CDS_7567_8028,,SGTB
gene8437,tig00010082_CDS_7231_9258,,GFPT1
gene8441,tig00010083_CDS_24537_24812,,RPL18
gene8450,tig00010118_CDS_12893_13423,,PRKG1
gene8454,tig00010128_CDS_7553_8068,,RRP8
gene8460,tig00010140_CDS_2699_3351,,GALNT7
gene8463,tig00010143_CDS_20018_20524,,RNF4
gene8462,tig00010143_CDS_9110_9248,,SSR3
gene8464,tig00010148_CDS_52229_53965,,USP7
gene8473,tig00010177_CDS_5895_6266,,CBY1
gene8475,tig00010194_CDS_23384_23713,,TSC22D4
gene8478,tig00010205_CDS_14220_14390,,Idgf1
gene8481,tig00010214_CDS_20900_21805,,SLC25A20
gene8483,tig00010222_CDS_5764_5922,,CUSOD1
gene8487,tig00010225_CDS_11148_11529,,MRGBP
gene8490,tig00010227_CDS_55835_56617,,SLC25A44
gene8493,tig00010229_CDS_33168_34004,,APBA1
gene8495,tig00010232_CDS_54245_54508,,CYCS
gene8499,tig00010234_CDS_42018_43277,,WDR46
gene8500,tig00010235_CDS_12856_13476,,PAK3
gene8503,tig00010240_CDS_14326_14889,,KTI12
gene8502,tig00010240_CDS_2816_3001,,MPC2
gene8505,tig00010240_CDS_46368_46821,,SMG9
gene8506,tig00010241_CDS_10261_11508,,ABCC2
gene8512,tig00010248_CDS_15256_15343,,RPL23
gene8515,tig00010253_CDS_37016_37607,,MOCS1
gene8516,tig00010253_CDS_48211_48624,,B9D1
gene8530,tig00010285_CDS_18467_19684,,SGSH
gene8531,tig00010285_CDS_26782_27540,,KLF15
gene8547,tig00010302_CDS_3038_6400,,DENND6A
gene8558,tig00010312_CDS_16760_17106,,SOX4
gene8559,tig00010314_CDS_402_1001,,EDEM3
gene8562,tig00010314_CDS_46122_46631,,HIST1H1A
gene8560,tig00010314_CDS_5524_5776,,EDEM3
gene8565,tig00010324_CDS_42968_43393,,MRPL47
gene8576,tig00010355_CDS_8865_9216,,PTPRD
gene8578,tig00010359_CDS_19706_19820,,OSGEP
gene8579,tig00010359_CDS_24456_24827,,MRPS34
gene8580,tig00010359_CDS_32707_32823,,TMEM55A
gene8587,tig00010370_CDS_13819_14073,,SIX6
gene8588,tig00010371_CDS_11985_12625,,BBX
gene8589,tig00010374_CDS_42052_43101,,SF1
gene8590,tig00010385_CDS_43692_43856,,TRIB2
gene8591,tig00010406_CDS_25683_25868,,TPST2
gene8592,tig00010428_CDS_25855_27369,,SLC12A8
gene8597,tig00010444_CDS_20439_21213,,TFIP11
gene8603,tig00010462_CDS_11949_13025,,Gr28a
gene8604,tig00010462_CDS_18208_18810,,ZRSR2
gene8605,tig00010462_CDS_31653_32282,,CTLGA3
gene8610,tig00010483_CDS_12766_12876,,AMFR
gene8612,tig00010491_CDS_61232_61446,,CYP301A1
gene8613,tig00010498_CDS_30310_30568,,HYAL1
gene8617,tig00010544_CDS_1374_1535,,exc-7
gene8621,tig00010570_CDS_17892_18350,,UBE2N
gene8629,tig00010587_CDS_55185_56021,,PPP2R2A
gene8630,tig00010589_CDS_1755_2129,,PebIII
gene8633,tig00010589_CDS_21264_21653,,PebIII
gene8635,tig00010589_CDS_35529_35918,,PebIII
gene8631,tig00010589_CDS_6465_6815,,PebIII
gene8639,tig00010598_CDS_27154_27670,,GATA3
gene8642,tig00010617_CDS_11016_11155,,USE1
gene8644,tig00010624_CDS_10323_11433,,bnl
gene8650,tig00010652_CDS_34563_36440,,PTEN
gene8659,tig00010690_CDS_25780_25950,,PCNX
gene8657,tig00010690_CDS_3246_3347,,SLC25A21
gene8661,tig00010690_CDS_48738_50336,,pcx
gene8675,tig00010763_CDS_8441_10246,,SLIT2
gene8677,tig00010767_CDS_48919_50754,,HGS
gene8681,tig00010792_CDS_13835_14149,,FSIP2
gene8686,tig00010806_CDS_27665_28111,,PCYT1A
gene8688,tig00010813_CDS_15684_15935,,TPT1
gene8687,tig00010813_CDS_4019_4291,,DOLPP1
gene8690,tig00010818_CDS_27218_27541,,TMEM231
gene8691,tig00010818_CDS_34833_35507,,TIMM21
gene8695,tig00010840_CDS_10167_10541,,Picot
gene8697,tig00010843_CDS_11404_12064,,SON
gene8702,tig00010906_CDS_10619_11206,,CCNC
gene8709,tig00010922_CDS_20542_20747,,B9D2
gene8712,tig00010922_CDS_53458_54036,,RAC2
gene8723,tig00010979_CDS_596_1300,,CBLL1
gene8734,tig00011020_CDS_2495_4036,,PRLHR
gene8742,tig00011050_CDS_3913_4407,,SOAT1
gene8748,tig00011067_CDS_19407_20228,,NMUR1
gene8756,tig00011140_CDS_444_731,,RPL18A
gene8758,tig00011163_CDS_19720_19932,,unc-63
gene8761,tig00011174_CDS_35150_35866,,LRRC57
gene8762,tig00011174_CDS_41544_41897,,KSR1
gene8764,tig00011198_CDS_8444_8644,,MOB2
gene8766,tig00011220_CDS_20586_21198,,KANSL2
gene8768,tig00011220_CDS_42646_42811,,slc25a4
gene8775,tig00011283_CDS_16217_16837,,TMBIM6
gene8776,tig00011287_CDS_15057_15422,,PLD2
gene8784,tig00011392_CDS_21140_21457,,RSL1D1
gene8791,tig00011694_CDS_2546_2881,,CCT2
gene8799,tig00011700_CDS_20799_22223,,KANSL3
gene8800,tig00011700_CDS_37585_38259,,mRpS26
gene8813,tig00011714_CDS_2209_3900,,VILL
gene8814,tig00011716_CDS_41186_43467,,NFX1
gene8815,tig00011716_CDS_52633_53346,,C19orf47
gene8817,tig00011719_CDS_29514_30965,,FAM43A
gene8823,tig00011731_CDS_3693_4034,,IDH3A
gene8828,tig00011739_CDS_45155_45811,,C9orf85
gene8830,tig00011741_CDS_13781_15190,,TTC37
gene8832,tig00011747_CDS_3619_4758,,eef1g
gene8833,tig00011749_CDS_10456_11775,,AGPS
gene8842,tig00011758_CDS_1214_1523,,GCAT
gene8846,tig00011761_CDS_10724_13366,,RBM26
gene8853,tig00011769_CDS_28233_28505,,POP7
gene8854,tig00011769_CDS_29058_29516,,TMEM203
gene8850,tig00011769_CDS_3172_3561,,TRAPPC6B
gene8860,tig00011783_CDS_16205_16889,,MAP3K11
gene8866,tig00011795_CDS_10831_11193,,DNAJC12
gene8868,tig00011796_CDS_65072_65320,,KCNQ1
gene8869,tig00011797_CDS_26327_27469,,fbn-1
gene8871,tig00011803_CDS_5661_6962,,ELAC2
gene8874,tig00011806_CDS_33187_33417,,RAD51C
gene8880,tig00011819_CDS_16090_18259,,igcm-1
gene8885,tig00011825_CDS_1290_1543,,HIP1
gene8887,tig00011827_CDS_10436_12817,,NFXL1
gene8888,tig00011827_CDS_18187_18579,,PQLC3
gene8893,tig00011833_CDS_29221_30783,,EEFSEC
gene8895,tig00011834_CDS_3533_4147,,PTAR1
gene8900,tig00011835_CDS_3594_4730,,MAPK10
gene8901,tig00011839_CDS_33_866,,C2orf69
gene8905,tig00011840_CDS_20688_21110,,MPV17
gene8921,tig00011872_CDS_40839_41075,,NPLOC4
gene8927,tig00011876_CDS_8413_9279,,Osi7
gene8930,tig00011884_CDS_13101_13964,,ASAH2
gene8932,tig00011885_CDS_41384_41709,,CPD
gene8931,tig00011885_CDS_7042_7542,,CPD
gene8935,tig00011897_CDS_41294_41596,,AGAP3
gene8938,tig00011904_CDS_12530_13019,,LIAS
gene8940,tig00011904_CDS_39567_39737,,ORMDL3
gene8943,tig00011909_CDS_15833_16081,,Atp8b5
gene8945,tig00011916_CDS_11633_12382,,svp
gene8946,tig00011918_CDS_12818_14536,,HSPD1
gene8947,tig00011923_CDS_25397_26785,,SOAT1
gene8954,tig00011929_CDS_2257_2706,,RC3H1
gene8955,tig00011929_CDS_23465_25369,,RC3H1
gene8957,tig00011930_CDS_15686_16020,,SPNS3
gene8956,tig00011930_CDS_6917_7195,,SPNS3
gene8958,tig00011931_CDS_13476_13706,,CRB2
gene8959,tig00011934_CDS_3608_5014,,UNC5C
gene8963,tig00011942_CDS_13519_13797,,PHOX2B
gene8967,tig00011958_CDS_12247_12393,,Myh6
gene8972,tig00011983_CDS_38873_39061,,TFAP4
gene8977,tig00011991_CDS_17108_18553,,UNC45A
gene8984,tig00012000_CDS_39574_41292,,mam
gene8988,tig00012002_CDS_63179_63607,,ERAL1
gene8994,tig00012021_CDS_4397_4798,,LMO1
gene9000,tig00012028_CDS_27821_30481,,PXDN
gene9003,tig00012034_CDS_37343_37635,,AMMECR1L
gene9019,tig00012062_CDS_35165_35815,,DHDH
gene9021,tig00012068_CDS_6831_6989,,mrp-4
gene9032,tig00012075_CDS_31093_31311,,Obp49a
gene9028,tig00012075_CDS_3379_4470,,TMPRSS9
gene9040,tig00012083_CDS_15210_17105,,ANAPC2
gene9041,tig00012083_CDS_24045_24893,,phr
gene9042,tig00012084_CDS_1830_2406,,MED16
gene9044,tig00012085_CDS_44478_45257,,UTP23
gene9053,tig00012094_CDS_38563_39018,,CES5A
gene9054,tig00012094_CDS_40911_41804,,CES5A
gene9055,tig00012096_CDS_18446_18679,,Fer2LCH
gene9057,tig00012096_CDS_35592_35726,,KCNK9
gene9058,tig00012096_CDS_50880_51445,,KCNK9
gene9061,tig00012107_CDS_10100_10836,,DNAH6
gene9068,tig00012113_CDS_20105_20254,,WDR89
gene9071,tig00012116_CDS_4689_6365,,FRMD6
gene9072,tig00012117_CDS_37597_38499,,MTHFD1L
gene9074,tig00012124_CDS_25935_26074,,RBL1
gene9073,tig00012124_CDS_3623_4132,,B9D1
gene9076,tig00012127_CDS_24310_24864,,jim
gene9077,tig00012127_CDS_44199_44837,,jim
gene9078,tig00012130_CDS_15228_15407,,ATP6AP2
gene9083,tig00012135_CDS_18092_18844,,ey
gene9089,tig00012145_CDS_17798_19033,,GLTSCR2
gene9092,tig00012152_CDS_14736_14879,,SEC24C
gene9091,tig00012152_CDS_2416_3252,,PGK1
gene9096,tig00012165_CDS_4932_7592,,LCORL
gene9101,tig00012170_CDS_31900_32112,,ACN9
gene9102,tig00012173_CDS_678_1503,,CYP3A4
gene9106,tig00012176_CDS_25946_27626,,DVL3
gene9107,tig00012181_CDS_16904_19129,,KDM3B
gene9110,tig00012185_CDS_1_174,,SRP54
gene9111,tig00012185_CDS_21372_21746,,FK506-bp1
gene9115,tig00012189_CDS_10679_11578,,ANAPC7
gene9114,tig00012189_CDS_5109_5675,,RMND1
gene9119,tig00012199_CDS_23956_25164,,SREK1
gene9121,tig00012205_CDS_21474_21578,,ADRBK2
gene9128,tig00012234_CDS_15116_15319,,PRPF4B
gene9127,tig00012234_CDS_8412_9296,,C3orf38
gene9130,tig00012235_CDS_41491_41895,,TOM1L2
gene9143,tig00012253_CDS_33940_34410,,ISOC1
gene9140,tig00012253_CDS_4738_6210,,Amy-d
gene9145,tig00012257_CDS_14263_15309,,CYP3A4
gene9146,tig00012259_CDS_31588_33126,,CREBRF
gene9147,tig00012263_CDS_29158_29675,,CORIN
gene9153,tig00012275_CDS_17227_17894,,AGXT
gene9154,tig00012284_CDS_8098_8598,,PLD6
gene9160,tig00012294_CDS_7218_8009,,RNF220
gene9164,tig00012310_CDS_20999_21550,,C1orf50
gene9174,tig00012324_CDS_54584_54934,,nAChRa2
gene9177,tig00012325_CDS_22107_22594,,LRRC58
gene9182,tig00012344_CDS_28656_29642,,Eg
gene9187,tig00012352_CDS_14707_15034,,LAMP1
gene9190,tig00012354_CDS_22831_24795,,PTCD1
gene9195,tig00012364_CDS_26439_27650,,WWOX
gene9196,tig00012364_CDS_33446_34657,,WWOX
gene9200,tig00012376_CDS_12434_12622,,GPXH3
gene9201,tig00012376_CDS_28009_28200,,GPXH1
gene9204,tig00012383_CDS_12940_13645,,SPSB4
gene9205,tig00012384_CDS_10683_11004,,Pof
gene9206,tig00012394_CDS_13650_14177,,PRKRIP1
gene9207,tig00012396_CDS_24839_26128,,DPF2
gene9208,tig00012399_CDS_10788_11615,,TSSK2
gene9211,tig00012406_CDS_30878_31096,,RPL27
gene9215,tig00012422_CDS_6161_7411,,ECE2
gene9219,tig00012428_CDS_22040_22649,,GPD1
gene9225,tig00012443_CDS_18867_19085,,RPSA
gene9227,tig00012455_CDS_19378_20055,,SETD3
gene9229,tig00012456_CDS_20151_21599,,BRD8
gene9233,tig00012472_CDS_15426_16691,,PRPF3
gene9234,tig00012475_CDS_14852_16097,,GPT2
gene9235,tig00012481_CDS_17983_18993,,NUDT18
gene9236,tig00012484_CDS_17057_17821,,ARIH2
gene9241,tig00012497_CDS_25513_25744,,SYNGR1
gene9242,tig00012497_CDS_47350_47514,,CALB1
gene9257,tig00012518_CDS_9267_9611,,TCEB2
gene9259,tig00012519_CDS_4991_7198,,XPC
gene9263,tig00012525_CDS_21269_24665,,Vg
gene9265,tig00012533_CDS_10651_11925,,RRN3
gene9269,tig00012535_CDS_48947_50686,,PPM1D
gene9279,tig00012569_CDS_3770_4207,,CCDC174
gene9298,tig00012616_CDS_36498_36664,,SAMD8
gene9299,tig00012616_CDS_45428_45838,,SAMD8
gene9297,tig00012616_CDS_7260_7886,,SAMD8
gene9301,tig00012625_CDS_7084_7657,,MOCS1
gene9304,tig00012632_CDS_10959_11371,,C5orf22
gene9307,tig00012635_CDS_24880_25788,,Con
gene9309,tig00012638_CDS_31469_31690,,RPS14
gene9320,tig00012661_CDS_32495_33052,,MAP2K7
gene9325,tig00012663_CDS_20825_21846,,TFB2M
gene9323,tig00012663_CDS_7553_8058,,PRMT8
gene9328,tig00012680_CDS_20882_21091,,SEC22B
gene9330,tig00012683_CDS_1030_1894,,PSPC1
gene9331,tig00012683_CDS_11937_12156,,TMEM216
gene9332,tig00012696_CDS_17907_18060,,BDH1
gene9334,tig00012701_CDS_2337_2452,,RPS11
gene9340,tig00012704_CDS_15530_16525,,Taf4
gene9342,tig00012712_CDS_2041_2324,,PDHB
gene9348,tig00012724_CDS_18925_19725,,CRKL
gene9352,tig00012735_CDS_18624_20567,,prmt-3
gene9354,tig00012737_CDS_33155_33415,,ACOX2
gene9358,tig00012769_CDS_30694_32007,,PCK1
gene9359,tig00012774_CDS_20497_20934,,ACAA2
gene9360,tig00012774_CDS_26964_28238,,PEX5L
gene9368,tig00012795_CDS_28810_28989,,ikzf5
gene9372,tig00012799_CDS_17006_17232,,ADRBK2
gene9371,tig00012799_CDS_3664_3969,,ADRBK2
gene9378,tig00012804_CDS_65039_65281,,SLC2A4
gene9380,tig00012810_CDS_33445_33753,,SOX21
gene9383,tig00012820_CDS_219_437,,COX18
gene9391,tig00012834_CDS_12619_13512,,UBE3A
gene9394,tig00012837_CDS_31970_32254,,SLC25A51
gene9396,tig00012841_CDS_16650_17006,,RpL3
gene9397,tig00012846_CDS_4622_4816,,ADPRHL2
gene9402,tig00012851_CDS_18141_18494,,Ppib
gene9403,tig00012852_CDS_24033_24910,,CNGB1
gene9408,tig00012863_CDS_28495_28866,,FAU
gene9409,tig00012868_CDS_37955_38062,,MRPS17
gene9412,tig00012875_CDS_28_1554,,TNRC6C
gene9416,tig00012880_CDS_37054_38166,,Fdh
gene9426,tig00012902_CDS_42389_43921,,mam
gene9432,tig00012916_CDS_26027_26155,,SIX1
gene9434,tig00012925_CDS_49643_49796,,RNASEH2C
gene9435,tig00012925_CDS_50386_50988,,FBL
gene9438,tig00012941_CDS_23034_24575,,DDX51
gene9440,tig00012948_CDS_8604_10631,,GFPT1
gene9443,tig00012955_CDS_49119_49304,,MORN4
gene9445,tig00012960_CDS_24191_25306,,NSUN5
gene9446,tig00012962_CDS_10188_10609,,slc25a4
gene9452,tig00012971_CDS_30467_31399,,RAD51
gene9453,tig00012971_CDS_34542_35376,,NDOR1
gene9454,tig00012971_CDS_42318_43097,,THOC3
gene9463,tig00012982_CDS_27111_27260,,Poxn
gene9473,tig00013003_CDS_16729_18081,,DCAF13
gene9480,tig00013012_CDS_14400_16721,,C2CD3
gene9482,tig00013023_CDS_25386_25568,,RPL27
gene9483,tig00013023_CDS_29689_30306,,FAM73B
gene9488,tig00013034_CDS_30211_32742,,tor
gene9498,tig00013060_CDS_25368_25619,,ALYREF
gene9505,tig00013075_CDS_6399_6753,,SOBP
gene9507,tig00013079_CDS_32796_33860,,Cyp28c1
gene9506,tig00013079_CDS_8694_8854,,NCAPD2
gene9514,tig00013094_CDS_11239_15135,,ZFHX3
gene9516,tig00013096_CDS_16424_16759,,SLC31A1
gene9520,tig00013109_CDS_1398_1889,,NACA
gene9523,tig00013115_CDS_3690_4697,,POLR1C
gene9530,tig00013126_CDS_1157_2392,,SuUR
gene9534,tig00013144_CDS_10972_12540,,PAPSS2
gene9541,tig00013151_CDS_17164_18189,,TDP1
gene9548,tig00013171_CDS_16580_17113,,DCPS
gene9551,tig00013184_CDS_27445_28867,,EGR1
gene9553,tig00013202_CDS_10061_10816,,ATP8A1
gene9554,tig00013202_CDS_15125_15322,,ATP8A1
gene9555,tig00013208_CDS_26094_26414,,TMEM214
gene9556,tig00013208_CDS_38927_39874,,TRNAU1AP
gene9562,tig00013233_CDS_2229_2616,,TYMS
gene9565,tig00013237_CDS_33926_34324,,amt-3
gene9569,tig00013249_CDS_27775_28611,,DOK2
gene9570,tig00013261_CDS_5691_6484,,CDC14A
gene9576,tig00013268_CDS_17274_17594,,HIST2H3PS2
gene9577,tig00013268_CDS_18773_19300,,HIST1H1A
gene9580,tig00013301_CDS_19707_21638,,RECQL5
gene9579,tig00013301_CDS_2700_3326,,RECQL5
gene9593,tig00013324_CDS_10118_10354,,RPS14
gene9592,tig00013324_CDS_6056_6502,,RPL22
gene9599,tig00013344_CDS_42885_43148,,NR5A2
gene9602,tig00013348_CDS_38188_38742,,TPI1
gene9603,tig00013358_CDS_13738_14214,,FIBCD1
gene9604,tig00013360_CDS_39429_40112,,GPR119
gene9605,tig00013362_CDS_33066_33962,,RPT5
gene9606,tig00013364_CDS_10_660,,ucp1
gene9607,tig00013364_CDS_10044_10826,,RMI1
gene9608,tig00013367_CDS_15540_17830,,GANC
gene9623,tig00013458_CDS_3250_3524,,CERS5
gene9624,tig00013464_CDS_3632_3754,,rps9
gene9627,tig00013473_CDS_13254_13997,,ATP6V1D
gene9629,tig00013483_CDS_33321_33853,,GLIS2
gene9632,tig00013488_CDS_2430_2846,,CPEB1
gene9637,tig00013503_CDS_17412_17600,,THOC3
gene9638,tig00013503_CDS_18475_18900,,NDOR1
gene9648,tig00013540_CDS_10043_10322,,Cht3
gene9654,tig00013562_CDS_15618_15750,,nhr-239
gene9655,tig00013568_CDS_10935_20132,,epi-1
gene9660,tig00013617_CDS_24803_24922,,CPR59
gene9664,tig00013618_CDS_27210_28013,,GKAP1
gene9674,tig00013679_CDS_3479_4915,,INTS10
gene9681,tig00013737_CDS_12395_12856,,SNRPD3
gene9684,tig00013747_CDS_3895_8103,,Vg
gene9687,tig00013775_CDS_13539_14102,,TMEM67
gene9689,tig00013775_CDS_26016_26447,,CCDC134
gene9694,tig00013779_CDS_21814_21936,,FAM32A
gene9695,tig00013787_CDS_11998_13173,,DIS3
gene9696,tig00013790_CDS_14167_14706,,C2orf47
gene9701,tig00013828_CDS_3610_3855,,MSI1
gene9703,tig00013838_CDS_24227_24811,,RMND1
gene9705,tig00013838_CDS_47489_47632,,MRPL57
gene9709,tig00013844_CDS_13320_14834,,Amyrel
gene9717,tig00013890_CDS_13975_14313,,RHBDL3
gene9720,tig00013907_CDS_42931_43896,,CRLS1
gene9732,tig00014019_CDS_47141_47584,,CDO1
gene9743,tig00014120_CDS_13453_14250,,FOXRED1
gene9746,tig00014163_CDS_19304_20030,,FAM185A
gene9754,tig00014284_CDS_25264_25540,,PAH
gene9755,tig00014291_CDS_27501_28502,,ANGPT4
gene9759,tig00014398_CDS_22026_22224,,Vgr
gene9760,tig00014398_CDS_40873_42453,,Vgr
gene9762,tig00014405_CDS_20571_21344,,CRISPLD2
gene9764,tig00014447_CDS_17552_17835,,AGXT2
gene9765,tig00014475_CDS_5785_7170,,CAAP1
gene9767,tig00014493_CDS_2_226,,HIST1H1A
gene9777,tig00014541_CDS_13703_14350,,SENP8
gene9780,tig00014571_CDS_12915_13259,,CMPK1
gene9781,tig00014571_CDS_35748_36414,,PRKDC
gene9784,tig00014635_CDS_20537_20911,,TSTA3
gene9792,tig00014748_CDS_24752_25565,,CRELD2
gene9796,tig00014909_CDS_18867_19769,,GSK3B
gene9798,tig00015039_CDS_4304_6121,,SDHA
gene9804,tig00015056_CDS_682_1083,,Mlc2
gene9808,tig00015059_CDS_9132_9713,,MAEL
gene9811,tig00015066_CDS_10434_12118,,AP2A2
gene9819,tig00015088_CDS_696_2513,,GALNT10
gene9828,tig00015100_CDS_14035_14274,,bib
gene9834,tig00015112_CDS_37292_37687,,HGSNAT
gene9835,tig00015116_CDS_3291_4658,,HEATR3
gene9843,tig00015123_CDS_15458_16144,,CLVS1
gene9844,tig00015125_CDS_32200_32448,,OPN4
gene9846,tig00015130_CDS_41575_41727,,MFNG
gene9857,tig00015152_CDS_17857_18732,,TCEA1
gene9861,tig00015165_CDS_7321_7992,,TRA2B
gene9863,tig00015167_CDS_350_1474,,ENTPD5
